sample_id,label,g__Pyramidobacter,g__Alistipes,g__Parabacteroides,g__Phocaeicola,g__Collinsella,g__Bacteroides,g__Gemmiger,g__Oscillospiraceae_unclassified,g__Odoribacter,g__Phascolarctobacterium,g__Vescimonas,g__Ruthenibacterium,g__GGB9715,g__Ruminococcus,g__Blautia,g__Evtepia,g__Anaerobutyricum,g__Butyricimonas,g__Faecalibacterium,g__Hungatella,g__Desulfovibrio,g__Mediterraneibacter,g__Christensenella,g__GGB9760,g__Lentihominibacter,g__Clostridium,g__Ligilactobacillus,g__Eggerthella,g__Dorea,g__Anaerotruncus,g__Raoultibacter,g__Candidatus_Cibionibacter,g__Streptococcus,g__Erysipelatoclostridium,g__GGB3433,g__Bilophila,g__Coprococcus,g__Escherichia,g__Eubacteriaceae_unclassified,g__GGB3653,g__Wujia,g__Romboutsia,g__GGB3345,g__Limosilactobacillus,g__Agathobaculum,g__Bifidobacterium,g__Roseburia,g__Intestinimonas,g__Candidatus_Nanosynsacchari,g__Segatella,g__GGB41458,g__Lachnoclostridium,g__Lachnospiraceae_unclassified,g__Faecalibacillus,g__Anaerofustis,g__Faecalicatena,g__Lachnospira,g__Eubacterium,g__Coprobacillus,g__Candidatus_Saccharibacteria_unclassified,g__Anaerostipes,g__Fusicatenibacter,g__GGB2998,g__GGB12798,g__Enterococcus,g__Provencibacterium,g__Lactobacillus,g__Holdemania,g__GGB3061,g__Coprobacter,g__Oscillibacter,g__Dysosmobacter,g__Simiaoa,g__Enterocloster,g__Emergencia,g__Brotolimicola,g__Intestinibacter,g__Parascardovia,g__Megamonas,g__Fumia,g__GGB2848,g__Wansuia,g__GGB3632,g__Flavonifractor,g__Actinomyces,g__Clostridiaceae_unclassified,g__Parasutterella,g__GGB4456,g__Lancefieldella,g__Neobittarella,g__Schaalia,g__Mogibacterium,g__GGB4683,g__GGB3256,g__GGB9342,g__Gordonibacter,g__Paraprevotella,g__GGB9699,g__GGB4578,g__GGB9634,g__GGB9730,g__Turicibacter,g__Sutterella,g__Klebsiella,g__GGB9365,g__Oliverpabstia,g__Anaerotignum,g__GGB51441,g__GGB9770,g__Anaeromassilibacillus,g__GGB2982,g__GGB9707,g__Eubacteriales_unclassified,g__Tyzzerella,g__Massilioclostridium,g__Hydrogeniiclostridium,g__GGB9614,g__GGB9524,g__Haemophilus,g__Lacrimispora,g__GGB9561,g__Pseudoflavonifractor,g__GGB33586,g__GGB35068,g__Jingyaoa,g__GGB2653,g__Clostridia_unclassified,g__GGB52130,g__Veillonella,g__Lawsonibacter,g__Bacteria_unclassified,g__GGB9616,g__GGB4552,g__GGB9501,g__Enterobacter,g__GGB3444,g__Anaerofilum,g__GGB3304,g__Massiliimalia,g__Lactonifactor,g__GGB9646,g__GGB36267,g__Granulicatella,g__GGB3005,g__GGB9719,g__Lachnotalea,g__GGB3619,g__Akkermansia,g__GGB3109,g__GGB9512,g__Barnesiella,g__GGB3363,g__Megasphaera,g__Jutongia,g__GGB9747,g__GGB9559,g__Hydrogenoanaerobacterium,g__Phocea,g__GGB9766,g__GGB9359,g__Actinobaculum,g__Propionibacterium,g__GGB33469,g__Zhenpiania,g__GGB58233,g__GGB9531,g__Dialister,g__Faecalimonas,g__GGB9759,g__GGB3740,g__Lactococcus,g__Amedibacillus,g__GGB12785,g__Gemella,g__GGB3278,g__GGB4684,g__Adlercreutzia,g__GGB9635,g__GGB9758,g__GGB9708,g__Mesosutterella,g__Allisonella,g__GGB51647,g__Rothia,g__GGB13493,g__GGB9627,g__GGB13404,g__GGB51959,g__GGB9595,g__GGB9813,g__GGB9593,g__Senegalimassilia,g__GGB9602,g__Oxalobacter,g__GGB9597,g__Eisenbergiella,g__GGB3321,g__GGB9790,g__GGB3612,g__GGB9502,g__Citrobacter,g__GGB9534,g__GGB2980,g__GGB9444,g__Dielma,g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,g__Negativibacillus,g__GGB9590,g__Peptostreptococcus,g__Bittarella,g__GGB3537,g__GGB45613,g__Cuneatibacter,g__GGB9781,g__GGB4585,g__GGB4605,g__GGB3277,g__Sellimonas,g__GGB3175,g__Longicatena,g__GGB9302,g__Weissella,g__GGB9345,g__Cloacibacillus,g__GGB51884,g__GGB3818,g__GGB36331,g__GGB9712,g__Scardovia,g__Leuconostoc,g__Corynebacterium,g__GGB3550,g__Holdemanella,g__Massilimicrobiota,g__Fusobacterium,g__Butyricicoccus
CRR1090688,1,0.0,0.07515000000000001,0.00024,0.11828,0.79237,0.00537,0.04283,0.00163,0.0,0.0,0.0,0.0,0.0,0.00148,0.05441,0.0,0.00351,0.0,1.7403499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.09879,0.04427,0.0,0.01537,0.0,0.0,0.02472,0.27313,0.0,0.0,0.0,0.12337000000000001,0.00039,0.0,0.0,0.0,0.0,0.0,0.6091,0.0,2.24271,0.03104,0.0,0.0,50.31264,0.0,0.0,0.37015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02502,0.01139,0.0,0.0,0.0,0.0,18.15276,0.0,0.0,0.0,0.00348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32448,0.0,0.0,0.0,0.0,0.0,0.0,0.00655,0.54336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00846,0.0,0.0,0.67495,0.00743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00782,0.01545,0.0,0.0,0.0,0.00341,0.0,0.0,0.0,0.0,0.00955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00626,0.0,0.0,0.15196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00626,0.0,0.00015,1.13141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1090693,1,1.33587,0.00223,2.87777,0.0,0.18049,25.37639,0.00107,0.02808,0.44802,3.91267,0.0,4.4249,0.3142,2.00943,0.42915000000000003,0.25357,0.0,0.0,3.50401,0.13003,0.04821,1.8240500000000002,0.00095,0.0,0.0,0.8653500000000001,5.96899,0.35187,0.13044,0.10392,0.0,0.12965,10.672360000000001,1.48804,0.0,0.12026,0.0,2.31063,0.00397,0.0,0.0,0.00263,0.0,0.83556,0.43104,2.09615,0.0,0.01553,0.00081,0.00653,0.0,0.22415,0.016980000000000002,0.0,0.00163,0.06568,0.0,0.8536000000000001,0.0,0.0,0.03183,0.0,0.0,0.0,0.0,0.0,0.19353,0.11685,0.0,0.0,0.21212,1.76095,0.0,2.9582500000000005,0.0,0.0,0.0,0.0,0.0,0.00926,0.0,8e-05,0.0,4.57861,0.013080000000000001,0.0,0.00389,0.0,0.0,0.0096,0.00498,0.00648,0.0,0.0,0.0,0.0,0.0,0.6416,0.0,0.0,0.0,0.00618,0.0,0.0,0.0,0.0,0.65448,0.0,0.0,0.06275,0.0,0.0,0.0,0.21355,0.00409,0.0,0.0,0.0,0.0,0.00277,0.0,0.0,0.0,0.0,0.0,0.00197,0.01536,0.0,0.60561,0.0,0.04398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00787,0.0,0.00126,0.01354,0.0,3.35565,0.04029,0.0,0.0,0.0,1.43298,0.0,0.0,0.0,0.25238,0.0,0.0,0.0,0.0,0.00568,0.0,0.24134,0.0,0.0,0.45868,0.86435,0.0,0.00461,0.0,0.04241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55094,0.0,0.0,0.0,0.0,0.0,0.03896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0
CRR1090694,1,0.0,10.87123,0.15500000000000003,1.82512,0.43581,10.07802,2.03338,0.07528,0.08855,0.00818,0.02264,0.60824,0.54174,0.8537699999999999,0.41481,0.2105,0.14140999999999998,0.02408,3.5458499999999997,0.00041,0.0,0.36648000000000003,0.14399,0.13826,0.042359999999999995,0.25174,0.0,0.02825,0.16723,0.08021,0.04976,2.20206,0.00228,0.00655,0.0,0.36879,0.7239599999999999,0.03305,0.01189,0.00912,0.92972,0.00169,0.0,0.0,0.29513,2.79458,1.7274999999999998,0.00653,0.00663,0.0,0.0,0.01031,0.43916,0.02548,0.0,0.06827,0.01999,0.6545599999999999,0.0,0.01046,0.05202,2.1069899999999997,0.0,0.00043,0.0,0.0,0.0,0.055479999999999995,0.0,0.03308,3.42616,0.06144,0.67777,0.43488,0.01859,0.04296,0.0,0.0,0.14618,0.0,0.0,0.00334,0.0,0.04655,0.0,0.22921,0.037540000000000004,0.0,0.0,0.0,0.00713,0.0,0.11205,0.0,0.0,0.16107,0.0,0.00851,0.63833,0.0,0.37395,0.0,0.0,0.00134,0.14774,0.18972,0.12726,0.00124,0.0,0.02583,0.22673,0.01463,0.00046,0.0,0.01037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14096,0.02569,0.0,0.0,0.10617,0.0746,0.0,0.0,0.09441,0.0,0.0,0.0,0.0,0.00171,0.0,0.0,0.0,0.0,0.02111,0.10554,0.0,0.13107,20.0046,0.17548,0.23088,0.0,0.02024,0.0,0.0,0.0,0.0,0.06407,0.03561,0.0,0.0,0.0,0.0,0.0,0.01176,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0506,0.0,4.54238,0.0,0.0,0.01531,17.9818,0.04004,0.0,0.09179,0.0,0.0,0.0,1.47363,0.0,0.0,0.0,0.0,0.00513,0.05108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00585,0.0,0.00678,0.0,0.0,0.0,0.00281,0.0,0.0,0.0,0.00622,0.27634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1090697,1,0.0,1.78159,0.23041,0.47941999999999996,7.55338,1.1886100000000002,1.26223,0.1212,0.0,0.30208,0.59332,4.33611,0.01501,0.87957,4.7343399999999995,0.21421,1.47373,0.05868,0.72719,0.15334,0.0,0.9963700000000001,0.04207,3.25206,0.88463,0.32543,0.0,0.22514,1.62724,0.12709,0.10444,0.0039,16.16843,0.9123,0.00404,0.06317,0.33724,2.39246,0.0,0.0,0.24468,0.22945,0.0,0.04172,1.89077,3.24938,1.4499999999999997,0.0,0.0,1.56875,0.0,0.18707000000000001,3.5841,0.0,0.01679,0.17754,0.36611,0.24422,0.14172,0.01851,0.9627699999999999,0.35008,0.03106,0.0,0.0,0.0,0.00775,0.05761,0.0,0.0,0.0029,0.07447,0.0,9.76856,0.0,0.11327,0.00321,0.0,1.53453,0.0,0.0,0.02136,0.0,0.10704,0.054720000000000005,0.59248,0.09941,0.0,0.00982,0.0,0.15475,0.01598,0.0,3.11626,0.0,0.01074,0.0,0.90121,0.0,0.0,0.97987,0.0,0.0,0.0,0.0,0.0,0.79931,0.01978,0.0,0.0,0.0,0.0,0.09661,0.19231,0.02144,0.0,0.0,0.0,0.0,0.21749,0.0,0.0,0.0,0.0,0.0,0.0,0.12582,0.0,0.23757,0.0,0.0,0.0,0.0,0.0,0.06624000000000001,0.0,0.0,0.00058,0.00216,0.00211,0.0,0.0,0.01813,0.0,0.0,0.0,0.0,4.44323,0.0096,0.12889,0.0,0.0,0.40777,0.0,0.0,0.0,0.0,0.00794,0.0,0.0,0.0,0.0,0.0,0.9391,0.0,0.0,0.0,0.36322,0.0,0.0,0.0,0.09885,0.0,0.00131,0.0,0.0,0.23418,0.0,0.01867,0.0,0.0,0.0,0.0,0.07654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01821,0.0,0.0
CRR1090699,1,0.00481,1.9211799999999997,0.40589,0.60943,1.26373,0.47483,3.42406,0.29115,0.02368,0.1245,0.06652,0.44669,3.2371600000000003,7.858210000000001,9.02195,0.38725,5.5054,0.00443,0.939,0.00437,0.0,4.47301,0.06839,3.54082,0.36035,0.93632,0.00071,0.01857,1.8024200000000001,0.0,0.08066999999999999,0.95225,0.28413000000000005,0.03393,0.0,0.00818,0.7217399999999999,1.42655,1.33615,2.01136,0.24393,0.64703,0.31183,0.018449999999999998,0.11658,0.10647999999999999,1.2025800000000002,0.01097,0.04141,0.75488,0.09628,0.01591,0.41979,0.27912,0.00864,0.19784000000000002,0.20542,0.35496,0.0,0.01889,1.29015,0.26938999999999996,0.00317,0.00576,0.31201,0.0,0.04732,0.06772,0.01994,0.0,0.61761,0.0,0.4637,0.11259,0.0,0.0,0.76772,0.0,0.0,0.01004,0.0086,0.0079,0.02446,0.00228,0.03233,0.39355,0.0,0.0,0.00207,0.00253,0.04683,0.01747,0.0,0.0,0.0,0.08545,0.0,0.0,0.0,3.01109,1.66258,0.0,0.02726,9.88342,0.10756,0.94655,0.04459,0.03027,0.0,0.0,0.0,0.0001,0.03944,0.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.06051,0.0,0.00056,0.00075,0.04129,0.0,0.01107,0.0,0.19502,0.00069,0.0,0.0,0.12168,0.0,2.23879,0.0,0.0,0.0,0.00085,0.0,0.0,0.00708,0.0,0.0,0.0,0.0,0.03567,0.29948,0.0,0.0,0.05779,0.0,0.0,0.0,0.35177,0.0,0.0,0.0,0.0,0.0,0.00137,0.0,0.0,0.0,0.0,0.0,0.01929,0.0,0.0,0.00197,0.1099,0.0,0.00091,0.0,0.0,0.0,0.34305,0.0,0.59527,0.40576,0.0,0.0,0.02727,0.00505,0.0,0.052,0.00824,0.01568,0.75685,0.21582,0.0,0.06694,0.0,0.0,0.02775,0.03241,0.02629,0.08329,0.02123,0.0,0.00487,0.01148,0.0,0.0,0.0,0.0,0.0,0.0,0.02522,0.0,0.0,0.0,0.00673,0.0,0.0,0.0,1.55235,0.0,0.0,0.0,0.0,0.0,0.63537,0.0,0.0,0.0,0.0,0.37251,0.0,0.0,0.00708,0.0,3.22121,0.0,0.0,0.0
CRR1090702,1,0.0,3.15596,0.1782,2.06487,0.86197,5.069259999999999,1.13215,0.17189,0.06616,0.16815,0.14857,0.27615,0.79575,2.01727,3.9489399999999995,0.19042,3.17257,0.00524,3.63444,0.00077,0.07543,0.18864,0.00679,0.0,0.05878,2.61927,0.0,0.02475,2.04434,0.00611,0.00891,0.3289,0.26431,0.020720000000000002,0.0,0.00136,1.29545,0.02423,0.58324,0.55608,0.15739,0.01509,0.0,0.0,0.388,5.52447,2.4489400000000003,0.00206,0.0,0.0,0.0,0.00014,2.9617699999999996,0.57214,0.00044,0.45127999999999996,0.03983,0.6580400000000001,0.0,0.0,2.19189,2.33324,0.00034,0.0,0.0,0.01851,0.0,0.02762,0.03207,0.03539,1.30753,0.04229,0.02817,0.09745,0.0,0.01893,0.0,0.0,12.46755,0.0,0.0,0.00198,0.0,0.02094,0.00566,0.39809,0.02176,0.0,0.0,0.00299,0.01239,0.00038,0.53995,0.0,0.0,0.0578,0.0,0.01566,0.0,0.0,0.10783,0.0,0.0,0.0,0.16407,0.20578,0.12881,0.0,0.0,0.06302,0.0,0.0,0.04883,0.0,0.00509,0.0,0.00018,0.06105,0.0,0.00771,0.0,0.0,0.00859,0.0,0.0,0.00588,0.01443,0.09104,0.00316,0.04466,0.0,0.00292,0.0,0.08707,0.0,0.00286,0.0,1.07456,0.00047,0.0,0.00232,0.0,0.00424,0.0,0.0194,0.00337,0.0064,4.08392,0.04621,0.0,0.66779,0.0,0.0,0.0,0.0,0.00064,0.0,0.0,0.0,0.0,0.00177,0.0,0.0,0.16431,0.0,0.0,0.0,0.0,0.0,0.08988,0.0,0.0,0.0,0.0,0.0,0.0,0.09871,2.54347,0.09551,0.29013,0.0,0.15746,11.92335,0.0,0.02535,0.0,0.01194,0.04261,0.0,0.0,0.0,0.0,0.0178,0.05743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03246,0.0,0.0,0.0,0.01374,0.0,0.0,0.00276,0.0,0.00137,0.11969,0.01491,0.0,0.0,0.0,0.0,0.01405,0.0,0.0069,0.0,0.00435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00113,0.02494,0.69799,0.0,0.0,0.0
CRR1090703,0,0.0,0.24120000000000003,0.07256,0.23599,0.4566,1.70227,0.0,0.0,0.03862,0.12176,0.00692,3.04148,0.01325,1.2776500000000002,0.82084,0.0,0.28518,0.00727,0.12903,0.47166,0.0,2.4419,0.041639999999999996,0.0,0.0,1.1332200000000001,0.00714,0.28931,0.41109,0.03648,0.12524,0.0,0.58556,0.51236,0.11515,0.36491,0.0,0.55944,0.09015,0.0,0.0,0.0,0.0,0.0,0.59256,0.0,0.85243,0.0,0.07561,0.0,0.0,0.28366,0.00293,0.0,0.0,0.09379,0.23121,0.00411,0.01458,0.22863,1.85947,0.15954,0.0,0.03841,0.0,0.00035,0.0,0.65876,0.0,0.0,0.0,0.01416,0.0,1.1207699999999998,0.0,0.04635,0.00252,0.007,0.0,0.0,0.0,0.0,0.0,0.07486,0.08195,0.62581,0.07084,0.0,0.02901,0.00973,0.0212,0.03192,0.0,0.0,0.0,0.00178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09241,0.0,0.0,0.0,0.0,0.0,0.04336,4.85026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.02582,0.0,0.00358,0.0,0.00827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00634,0.00471,0.0,0.0,0.01674,0.0,0.02138,0.0,0.0,0.0,0.00771,0.0,0.0,0.11776,0.0,0.0,0.0,0.0,0.0,0.01009,0.0,0.0,0.00116,0.0082,0.0,0.0,0.0,0.0,0.0,0.12214,0.0,0.0,0.0,0.09667,0.0,0.00873,3.43305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3916,0.0,0.0,0.0,0.0,0.0,0.0,0.00048,0.0,0.0,0.02748,0.0,0.0,0.0,0.0,0.00227,0.0,0.03919,0.0,0.0,0.0,0.0,0.0,0.0,1.01503,0.0,0.0,0.0,0.01302,0.0,0.0,0.14598,0.0,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1090704,0,0.0,1.8093199999999996,0.28917999999999994,1.00904,0.65106,1.9193500000000001,1.4506,0.19096999999999997,0.065,0.27637,0.03012,0.28077,2.66481,1.69693,2.686149999999999,0.28578,2.28808,0.04765,2.8379700000000003,0.0,0.0,1.4689299999999998,0.01674,0.04904,0.32823,0.18941999999999998,0.0,0.03112,0.9010500000000001,0.00276,0.04527,1.81908,0.40801000000000004,0.00755,0.0,0.01875,1.46284,0.02641,0.32865,2.37707,0.15438,0.33358,0.00543,0.0,0.37577,0.2575,0.65568,0.00382,0.01944,0.36929,0.0,0.0,2.9626799999999998,0.16966,0.00472,0.11377999999999999,0.06959,0.08245000000000001,0.0,0.011099999999999999,0.57323,1.67424,0.00349,0.0,0.0,0.0076,0.02643,0.00579,0.0,0.0,1.47143,0.01794,0.13896,0.0774,0.0,0.10474,0.19297,0.0,0.0,0.06809,0.02819,0.00658,0.04106,0.0011,0.01001,0.5297999999999999,0.10177,0.01171,0.0,0.0,0.01786,0.00677,0.90338,1.73208,0.07399,0.00852,0.0,0.03934,2.78175,0.01441,0.45037,0.11926,0.0,0.25584,0.30567,0.37735,0.01752,0.01727,0.03418,0.07288,0.0,0.01227,0.02643,0.05159,0.0,0.0,0.0,0.10578,0.00289,0.0,0.01229,0.0,0.00923,0.26337,0.00635,0.00031,0.03485,0.00848,0.0,0.00975,0.0,0.0,0.0,0.0,0.0,0.0,0.00088,0.24617,0.00036,0.0,0.0,0.00245,0.00017,0.00011,0.05182,0.0008,0.00397,0.25473,0.06842,0.0,0.0,0.0,0.0172,0.04437,0.02495,0.11313,0.00484,0.0,0.07447,0.0,0.0,0.0,0.0,0.08992,0.0,0.02071,0.74238,0.0,0.0,0.00346,0.0153,0.0,0.0,0.0,0.03516,0.0,0.56867,0.2398,0.47207,0.20514,0.0265,0.0,0.38065,0.0,0.0,0.05626,0.03652,0.02143,0.0,0.0,0.0356,0.0,0.35013,0.10138,0.00238,0.00601,0.05566,0.0,0.0,0.0594,1.14557,0.00674,0.05842,0.08192,0.0,0.0003,0.04846,0.00485,0.0,0.00317,0.0,0.0,0.00068,0.02089,0.13868,0.30897,0.0,0.0,0.02039,0.0,0.12738,0.0,1.14674,0.0,0.0,0.0,0.0,0.0,0.0,0.00036,0.0,0.0,0.42753,0.0,0.0,0.0
CRR1090707,1,0.00233,16.69425,0.61116,4.88729,0.84216,3.85915,2.02068,0.06436,0.70437,0.0,0.2551,0.11271,0.23301,1.4793699999999999,3.29312,0.13007,2.03065,0.40183,3.05511,0.0,0.0,1.18924,0.012750000000000001,0.14893,0.31484,0.20799,0.0,0.72788,1.77619,0.00673,0.02604,1.51481,0.11685,0.00039,0.0,0.00434,3.3367999999999998,0.0493,0.08527,0.04258,0.01683,0.11427,0.39011,0.0,0.1144,0.08274999999999999,0.33986000000000005,0.00057,0.00091,4.84602,0.0,0.00316,1.93009,0.44457,0.0,0.37443000000000004,0.12316,0.16494,0.0,0.0067,1.15618,0.34849,0.00483,0.00103,0.00102,0.0,0.0,0.01359,0.00928,0.0,4.95874,0.00737,0.0,0.19345,0.0,2.17229,0.04733,0.0,0.0,0.0,0.0,0.0,0.0,0.00707,0.0,0.28187999999999996,0.0,0.0,0.0,6e-05,0.01566,0.00089,3.04815,0.0,0.80403,0.03338,0.0,0.02124,0.0,0.0,0.74662,0.0,0.05371,1.6543700000000001,0.0,0.0,0.11563000000000001,0.02956,0.0,0.00183,0.0,0.3863,0.06793,0.0,0.0,0.0,0.00784,0.0,0.0053,0.0101,0.0,0.0,0.0,0.02805,0.06415,0.0,0.0,0.0,0.00177,0.0014,0.0083,0.01694,0.91447,0.0,0.6159399999999999,0.03557,0.0,0.36883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29364,0.02223,0.03409,0.0,2.84106,0.08834,0.0,0.0027,0.0,0.0,0.05893,0.0,0.06,0.33859,0.00015,0.0,0.0,0.09177,0.0,0.01016,0.0,0.0,0.03014,0.03828,0.05965,0.0,0.0,0.00666,2.0793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26346,0.01444,0.0,0.0,0.01069,0.0,0.18113,0.0,0.10331,1.12912,0.04436,0.03164,0.06346,0.0,0.00903,0.0,0.0,0.00683,0.0,0.01387,0.0,0.01992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12742,0.00272,0.0,0.0,0.38903,0.0,0.0,0.0,0.0,0.00189,0.0,0.0,0.0,0.0,0.0,0.0,0.00416,0.0,0.0,0.0,0.0,0.0
CRR1090709,1,0.0,0.8920699999999999,0.17238,0.27272,1.29565,0.44999000000000006,5.04225,0.18963,0.1923,0.0,0.00014,0.06021,0.20356,7.733500000000001,4.032300000000001,0.16472,1.32774,0.08201,8.23092,0.0,0.0,0.40481999999999996,0.0,0.23205,0.08695,1.43812,0.0,0.0,1.76685,0.0,0.02667,0.49222,0.99599,0.0,0.0,0.00604,0.53433,23.557,0.0,0.0814,0.0,1.74806,0.43205,0.0,0.08368,2.6699,7.699199999999999,0.00044,0.01357,0.38629,0.02764,0.00201,0.41081,0.01829,0.0,0.01098,0.01611,0.24314000000000002,0.00162,0.00166,0.15168,0.27001,0.0,0.0,0.16679,0.0,0.0,0.02541,0.0,0.0,3.19576,0.0,0.61315,0.0,0.0,0.01653,0.28686,0.0,0.0,0.0,0.0,0.00296,0.0,0.03801,0.02253,0.56119,0.0,0.00612,0.0,0.0,0.0056,0.00932,0.0,0.0,0.0,0.0325,0.0,0.01342,0.0,0.02041,0.45847,0.7526,0.30785,1.87167,0.0528,0.0,0.06445,0.03888,0.0,0.00624,0.0,0.27683,0.0,0.0,0.0,0.0,0.00072,0.0,0.85247,0.00082,0.00259,0.0,0.0,0.0,0.0,0.0,0.0,0.00064,0.03621,0.0,0.00343,0.0,0.0,0.00505,0.22588,0.0,0.0,0.06483,0.0,0.0,0.0,0.0,0.01213,0.0,0.0,0.0,0.0,0.00086,0.0,0.0,0.0,0.0,0.0,0.00595,0.01546,0.0,0.0,0.0,0.0,0.0,0.00182,0.0,0.00051,0.20885,0.0,0.0,0.0,0.0,0.0,0.03112,0.03881,0.0,0.0,0.01954,5.55528,0.31205,0.00896,0.0,0.35242,0.08175,0.0,0.0,1.29745,0.0415,0.00624,0.0,0.0,0.04066,0.0,0.0,0.09153,0.13073,0.3155,0.0,0.01525,0.0,0.05238,0.04007,0.0,0.0,0.14492999999999998,0.0,0.01389,0.01239,0.0,9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38168,0.0,0.0,0.0,0.0,0.0,0.0,0.01652,0.0,0.0,0.0,0.0,0.0,0.03562,0.0,0.11922,0.00949,0.0,1.2218,0.0,0.0,0.0
